LocusID	GOterm	GOdesc	Ontology
Solyc02g078910	GO:0003676	nucleic acid binding	MF
Solyc02g078910	GO:0004519	endonuclease activity	MF
Solyc02g078910	GO:0006308	DNA catabolic process	BP
Solyc02g078920	GO:0003676	nucleic acid binding	MF
Solyc02g078920	GO:0004519	endonuclease activity	MF
Solyc02g078920	GO:0006308	DNA catabolic process	BP
Solyc02g078940	GO:0055114	oxidoreductase process	MF
Solyc02g078950	GO:0030246	carbohydrate binding	MF
Solyc02g078970	GO:0005515	protein binding	MF
Solyc02g078980	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc02g079020	GO:0008270	zinc ion binding	MF
Solyc02g079030	GO:0016301	kinase activity	MF
Solyc02g079040	GO:0005516	calmodulin binding	MF
Solyc02g079060	GO:0003743	translation initiation factor activity	MF
Solyc02g079060	GO:0005737	cytoplasm	CC
Solyc02g079060	GO:0005852	eukaryotic translation initiation factor 3 complex	CC
Solyc02g079070	GO:0005515	protein binding	MF
Solyc02g079090	GO:0005515	protein binding	MF
Solyc02g079100	GO:0008531	riboflavin kinase activity	MF
Solyc02g079100	GO:0009231	riboflavin biosynthetic process	BP
Solyc02g079110	GO:0005515	protein binding	MF
Solyc02g079140	GO:0005515	protein binding	MF
Solyc02g079170	GO:0016491	oxidoreductase activity	MF
Solyc02g079170	GO:0055114	oxidoreductase process	MF
Solyc02g079180	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g079180	GO:0005634	nucleus	CC
Solyc02g079180	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g079180	GO:0043565	sequence-specific DNA binding	MF
Solyc02g079200	GO:0005515	protein binding	MF
Solyc02g079220	GO:0016021	integral component of membrane	CC
Solyc02g079220	GO:0022857	transmembrane transporter activity	MF
Solyc02g079220	GO:0055085	transmembrane transport	BP
Solyc02g079250	GO:0046854	phosphatidylinositol phosphate biosynthetic process	BP
Solyc02g079260	GO:0008270	zinc ion binding	MF
Solyc02g079270	GO:0046854	phosphatidylinositol phosphate biosynthetic process	BP
Solyc02g079310	GO:0005337	nucleoside transmembrane transporter activity	MF
Solyc02g079310	GO:0016021	integral component of membrane	CC
Solyc02g079310	GO:1901642	nucleoside transmembrane transport	BP
Solyc02g079330	GO:0005337	nucleoside transmembrane transporter activity	MF
Solyc02g079330	GO:0016021	integral component of membrane	CC
Solyc02g079330	GO:1901642	nucleoside transmembrane transport	BP
Solyc02g079350	GO:0005337	nucleoside transmembrane transporter activity	MF
Solyc02g079350	GO:0016021	integral component of membrane	CC
Solyc02g079350	GO:1901642	nucleoside transmembrane transport	BP
Solyc02g079360	GO:0005515	protein binding	MF
Solyc02g079370	GO:0005634	nucleus	CC
Solyc02g079380	GO:0008270	zinc ion binding	MF
Solyc02g079415	GO:0008168	methyltransferase activity	MF
Solyc02g079430	GO:0008270	zinc ion binding	MF
Solyc02g079440	GO:0016491	oxidoreductase activity	MF
Solyc02g079440	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g079440	GO:0055114	oxidoreductase process	MF
Solyc02g079450	GO:0016491	oxidoreductase activity	MF
Solyc02g079450	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g079450	GO:0055114	oxidoreductase process	MF
Solyc02g079460	GO:0016491	oxidoreductase activity	MF
Solyc02g079460	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g079460	GO:0055114	oxidoreductase process	MF
Solyc02g079470	GO:0016491	oxidoreductase activity	MF
Solyc02g079470	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g079470	GO:0055114	oxidoreductase process	MF
Solyc02g079480	GO:0016491	oxidoreductase activity	MF
Solyc02g079480	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc02g079480	GO:0055114	oxidoreductase process	MF
Solyc02g079490	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc02g079500	GO:0004601	peroxidase activity	MF
Solyc02g079500	GO:0006979	response to oxidative stress	BP
Solyc02g079500	GO:0020037	heme binding	MF
Solyc02g079500	GO:0055114	oxidoreductase process	MF
Solyc02g079510	GO:0004601	peroxidase activity	MF
Solyc02g079510	GO:0006979	response to oxidative stress	BP
Solyc02g079510	GO:0020037	heme binding	MF
Solyc02g079510	GO:0055114	oxidoreductase process	MF
Solyc02g079520	GO:0005509	calcium ion binding	MF
Solyc02g079530	GO:0004672	protein kinase activity	MF
Solyc02g079530	GO:0006468	protein phosphorylation	BP
Solyc02g079540	GO:0004672	protein kinase activity	MF
Solyc02g079540	GO:0006468	protein phosphorylation	BP
Solyc02g079550	GO:0004672	protein kinase activity	MF
Solyc02g079550	GO:0005524	ATP binding	MF
Solyc02g079550	GO:0006468	protein phosphorylation	BP
Solyc02g079560	GO:0004672	protein kinase activity	MF
Solyc02g079560	GO:0006468	protein phosphorylation	BP
Solyc02g079580	GO:0004672	protein kinase activity	MF
Solyc02g079580	GO:0006468	protein phosphorylation	BP
Solyc02g079590	GO:0004672	protein kinase activity	MF
Solyc02g079590	GO:0006468	protein phosphorylation	BP
Solyc02g079600	GO:0004672	protein kinase activity	MF
Solyc02g079600	GO:0005524	ATP binding	MF
Solyc02g079600	GO:0006468	protein phosphorylation	BP
Solyc02g079640	GO:0004672	protein kinase activity	MF
Solyc02g079640	GO:0006468	protein phosphorylation	BP
Solyc02g079660	GO:0004672	protein kinase activity	MF
Solyc02g079660	GO:0006468	protein phosphorylation	BP
Solyc02g079670	GO:0004672	protein kinase activity	MF
Solyc02g079670	GO:0005524	ATP binding	MF
Solyc02g079670	GO:0006468	protein phosphorylation	BP
Solyc02g079690	GO:0048544	recognition of pollen	BP
Solyc02g079720	GO:0005509	calcium ion binding	MF
Solyc02g079740	GO:0004842	ubiquitin-protein transferase activity	MF
Solyc02g079740	GO:0016567	protein ubiquitination	BP
Solyc02g079750	GO:0016491	oxidoreductase activity	MF
Solyc02g079810	GO:0046983	protein dimerization activity	MF
Solyc02g079840	GO:0010333	terpene synthase activity	MF
Solyc02g079840	GO:0016829	lyase activity	MF
Solyc02g079890	GO:0010333	terpene synthase activity	MF
Solyc02g079890	GO:0016829	lyase activity	MF
Solyc02g079900	GO:0000287	magnesium ion binding	MF
Solyc02g079900	GO:0010333	terpene synthase activity	MF
Solyc02g079900	GO:0016829	lyase activity	MF
Solyc02g079910	GO:0010333	terpene synthase activity	MF
Solyc02g079910	GO:0016829	lyase activity	MF
Solyc02g079950	GO:0005509	calcium ion binding	MF
Solyc02g079950	GO:0009523	photosystem II	CC
Solyc02g079950	GO:0009654	photosystem II oxygen evolving complex	CC
Solyc02g079950	GO:0015979	photosynthesis	BP
Solyc02g079950	GO:0019898	extrinsic component of membrane	CC
Solyc02g079960	GO:0045454	cell redox homeostasis	BP
Solyc02g079970	GO:0046983	protein dimerization activity	MF
Solyc02g079980	GO:0016021	integral component of membrane	CC
Solyc02g079990	GO:0004672	protein kinase activity	MF
Solyc02g079990	GO:0006468	protein phosphorylation	BP
Solyc02g080020	GO:0004672	protein kinase activity	MF
Solyc02g080020	GO:0006468	protein phosphorylation	BP
Solyc02g080030	GO:0004672	protein kinase activity	MF
Solyc02g080030	GO:0006468	protein phosphorylation	BP
Solyc02g080040	GO:0004672	protein kinase activity	MF
Solyc02g080040	GO:0006468	protein phosphorylation	BP
Solyc02g080070	GO:0004672	protein kinase activity	MF
Solyc02g080070	GO:0006468	protein phosphorylation	BP
Solyc02g080080	GO:0004672	protein kinase activity	MF
Solyc02g080080	GO:0006468	protein phosphorylation	BP
Solyc02g080090	GO:0004672	protein kinase activity	MF
Solyc02g080090	GO:0005524	ATP binding	MF
Solyc02g080090	GO:0006468	protein phosphorylation	BP
Solyc02g080120	GO:0016491	oxidoreductase activity	MF
Solyc02g080120	GO:0055114	oxidoreductase process	MF
Solyc02g080200	GO:0030599	pectinesterase activity	MF
Solyc02g080200	GO:0042545	cell wall modification	BP
Solyc02g080220	GO:0030599	pectinesterase activity	MF
Solyc02g080220	GO:0042545	cell wall modification	BP
Solyc02g080260	GO:0008289	lipid binding	MF
Solyc02g080270	GO:0000813	ESCRT I complex	CC
Solyc02g080270	GO:0032509	endosome transport via multivesicular body sorting pathway	BP
Solyc02g080290	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc02g080290	GO:0005975	carbohydrate metabolic process	BP
Solyc02g080300	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc02g080300	GO:0005975	carbohydrate metabolic process	BP
Solyc02g080310	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc02g080310	GO:0005975	carbohydrate metabolic process	BP
Solyc02g080320	GO:0001522	pseudouridine synthesis	BP
Solyc02g080320	GO:0003723	RNA binding	MF
Solyc02g080320	GO:0009451	RNA modification	BP
Solyc02g080320	GO:0009982	pseudouridine synthase activity	MF
Solyc02g080330	GO:0005506	iron ion binding	MF
Solyc02g080330	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc02g080330	GO:0020037	heme binding	MF
Solyc02g080330	GO:0055114	oxidoreductase process	MF
Solyc02g080340	GO:0006629	lipid metabolic process	BP
Solyc02g080400	GO:0005515	protein binding	MF
Solyc02g080420	GO:0003676	nucleic acid binding	MF
Solyc02g080440	GO:0016226	iron-sulfur cluster assembly	BP
Solyc02g080480	GO:0006855	xenobiotic transmembrane transport	BP
Solyc02g080480	GO:0015238	xenobiotic transmembrane transporter activity	MF
Solyc02g080480	GO:0015297	antiporter activity	MF
Solyc02g080480	GO:0016020	membrane	CC
Solyc02g080480	GO:0055085	transmembrane transport	BP
Solyc02g080490	GO:0006855	xenobiotic transmembrane transport	BP
Solyc02g080490	GO:0015238	xenobiotic transmembrane transporter activity	MF
Solyc02g080490	GO:0015297	antiporter activity	MF
Solyc02g080490	GO:0016020	membrane	CC
Solyc02g080490	GO:0055085	transmembrane transport	BP
Solyc02g080530	GO:0004601	peroxidase activity	MF
Solyc02g080530	GO:0006979	response to oxidative stress	BP
Solyc02g080530	GO:0020037	heme binding	MF
Solyc02g080530	GO:0055114	oxidoreductase process	MF
Solyc02g080540	GO:0015986	proton motive force-driven ATP synthesis	BP
Solyc02g080540	GO:0045261	"proton-transporting ATP synthase complex	 catalytic core F(1)"	CC
Solyc02g080540	GO:0046933	"proton-transporting ATP synthase activity	 rotational mechanism"	MF
Solyc02g080570	GO:2001070	starch binding	MF
Solyc02g080620	GO:0004664	prephenate dehydratase activity	MF
Solyc02g080620	GO:0009094	L-phenylalanine biosynthetic process	BP
Solyc02g080640	GO:0045454	cell redox homeostasis	BP
Solyc02g080660	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc02g080660	GO:0005975	carbohydrate metabolic process	BP
Solyc02g080670	GO:0005507	copper ion binding	MF
Solyc02g080670	GO:0016491	oxidoreductase activity	MF
Solyc02g080670	GO:0055114	oxidoreductase process	MF
Solyc02g080700	GO:0005507	copper ion binding	MF
Solyc02g080700	GO:0016491	oxidoreductase activity	MF
Solyc02g080700	GO:0055114	oxidoreductase process	MF
Solyc02g080790	GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	BP
Solyc02g080800	GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	BP
Solyc02g080820	GO:0016021	integral component of membrane	CC
Solyc02g080880	GO:0006629	lipid metabolic process	BP
Solyc02g080890	GO:0003700	DNA-binding transcription factor activity	MF
Solyc02g080890	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g080890	GO:0043565	sequence-specific DNA binding	MF
Solyc02g080900	GO:0030247	polysaccharide binding	MF
Solyc02g080970	GO:0008375	acetylglucosaminyltransferase activity	MF
Solyc02g080970	GO:0016020	membrane	CC
Solyc02g080990	GO:0002161	aminoacyl-tRNA editing activity	MF
Solyc02g080990	GO:0006418	tRNA aminoacylation for protein translation	BP
Solyc02g081030	GO:0016020	membrane	CC
Solyc02g081040	GO:0004672	protein kinase activity	MF
Solyc02g081040	GO:0006468	protein phosphorylation	BP
Solyc02g081050	GO:0004672	protein kinase activity	MF
Solyc02g081050	GO:0006468	protein phosphorylation	BP
Solyc02g081070	GO:0004672	protein kinase activity	MF
Solyc02g081070	GO:0006468	protein phosphorylation	BP
Solyc02g081120	GO:0003677	DNA binding	MF
Solyc02g081120	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g081130	GO:0003682	chromatin binding	MF
Solyc02g081140	GO:0005515	protein binding	MF
Solyc02g081160	GO:0003872	6-phosphofructokinase activity	MF
Solyc02g081160	GO:0006096	glycolytic process	BP
Solyc02g081200	GO:0005515	protein binding	MF
Solyc02g081240	GO:0005515	protein binding	MF
Solyc02g081250	GO:0046872	metal ion binding	MF
Solyc02g081270	GO:0003677	DNA binding	MF
Solyc02g081270	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g081290	GO:0003676	nucleic acid binding	MF
Solyc02g081290	GO:0005524	ATP binding	MF
Solyc02g081300	GO:0005985	sucrose metabolic process	BP
Solyc02g081300	GO:0016157	sucrose synthase activity	MF
Solyc02g081340	GO:0005515	protein binding	MF
Solyc02g081360	GO:0003824	catalytic activity	MF
Solyc02g081370	GO:0003824	catalytic activity	MF
Solyc02g081380	GO:0003924	GTPase activity	MF
Solyc02g081380	GO:0005525	GTP binding	MF
Solyc02g081390	GO:0016491	oxidoreductase activity	MF
Solyc02g081390	GO:0055114	oxidoreductase process	MF
Solyc02g081460	GO:0043015	gamma-tubulin binding	MF
Solyc02g081470	GO:0004672	protein kinase activity	MF
Solyc02g081470	GO:0005524	ATP binding	MF
Solyc02g081470	GO:0006468	protein phosphorylation	BP
Solyc02g081480	GO:0004672	protein kinase activity	MF
Solyc02g081480	GO:0005524	ATP binding	MF
Solyc02g081480	GO:0006468	protein phosphorylation	BP
Solyc02g081500	GO:0004672	protein kinase activity	MF
Solyc02g081500	GO:0005524	ATP binding	MF
Solyc02g081500	GO:0006468	protein phosphorylation	BP
Solyc02g081510	GO:0004672	protein kinase activity	MF
Solyc02g081510	GO:0005524	ATP binding	MF
Solyc02g081510	GO:0006468	protein phosphorylation	BP
Solyc02g081550	GO:0004222	metalloendopeptidase activity	MF
Solyc02g081550	GO:0005524	ATP binding	MF
Solyc02g081550	GO:0006508	proteolysis	BP
Solyc02g081570	GO:0055085	transmembrane transport	BP
Solyc02g081600	GO:0016020	membrane	CC
Solyc02g081600	GO:0030001	metal ion transport	BP
Solyc02g081600	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc02g081600	GO:0055085	transmembrane transport	BP
Solyc02g081610	GO:0006506	GPI anchor biosynthetic process	BP
Solyc02g081610	GO:0016021	integral component of membrane	CC
Solyc02g081610	GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	MF
Solyc02g081660	GO:0003723	RNA binding	MF
Solyc02g081670	GO:0005515	protein binding	MF
Solyc02g081690	GO:0016758	hexosyltransferase activity	MF
Solyc02g081700	GO:0004298	threonine-type endopeptidase activity	MF
Solyc02g081700	GO:0005839	proteasome core complex	CC
Solyc02g081700	GO:0051603	proteolysis involved in protein catabolic process	BP
Solyc02g081730	GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	MF
Solyc02g081730	GO:0006694	steroid biosynthetic process	BP
Solyc02g081730	GO:0016616	"oxidoreductase activity	 acting on the CH-OH group of donors	 NAD or NADP as acceptor"	MF
Solyc02g081730	GO:0055114	oxidoreductase process	MF
Solyc02g081740	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc02g081750	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc02g081760	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc02g081780	GO:0003677	DNA binding	MF
Solyc02g081800	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc02g081840	GO:0004605	phosphatidate cytidylyltransferase activity	MF
Solyc02g081840	GO:0032049	cardiolipin biosynthetic process	BP
Solyc02g081850	GO:0016020	membrane	CC
Solyc02g081850	GO:0022857	transmembrane transporter activity	MF
Solyc02g081850	GO:0055085	transmembrane transport	BP
Solyc02g081870	GO:0016020	membrane	CC
Solyc02g081880	GO:0003824	catalytic activity	MF
Solyc02g081880	GO:0030151	molybdenum ion binding	MF
Solyc02g081880	GO:0030170	pyridoxal phosphate binding	MF
Solyc02g081890	GO:0008375	acetylglucosaminyltransferase activity	MF
Solyc02g081890	GO:0016020	membrane	CC
Solyc02g081900	GO:0008270	zinc ion binding	MF
Solyc02g081910	GO:0003677	DNA binding	MF
Solyc02g081910	GO:0003916	DNA topoisomerase activity	MF
Solyc02g081910	GO:0006265	DNA topological change	BP
Solyc02g081920	GO:0005515	protein binding	MF
Solyc02g081940	GO:0003676	nucleic acid binding	MF
Solyc02g081960	GO:0005515	protein binding	MF
Solyc02g081980	GO:0016787	hydrolase activity	MF
Solyc02g081990	GO:0030599	pectinesterase activity	MF
Solyc02g081990	GO:0042545	cell wall modification	BP
Solyc02g082000	GO:0003735	structural constituent of ribosome	MF
Solyc02g082000	GO:0005840	ribosome	CC
Solyc02g082000	GO:0006412	translation	BP
Solyc02g082010	GO:0003690	double-stranded DNA binding	MF
Solyc02g082010	GO:0006355	regulation of DNA-templated transcription	BP
Solyc02g082050	GO:0043531	ADP binding	MF
Solyc02g082070	GO:0005506	iron ion binding	MF
Solyc02g082070	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc02g082070	GO:0020037	heme binding	MF
Solyc02g082070	GO:0055114	oxidoreductase process	MF
Solyc02g082080	GO:0005375	copper ion transmembrane transporter activity	MF
Solyc02g082080	GO:0016021	integral component of membrane	CC
Solyc02g082080	GO:0035434	copper ion transmembrane transport	BP
Solyc02g082090	GO:0004601	peroxidase activity	MF
Solyc02g082090	GO:0006979	response to oxidative stress	BP
Solyc02g082090	GO:0020037	heme binding	MF
Solyc02g082090	GO:0055114	oxidoreductase process	MF
Solyc02g082120	GO:0006284	base-excision repair	BP
Solyc02g082120	GO:0008725	DNA-3-methyladenine glycosylase activity	MF
Solyc02g082160	GO:0008270	zinc ion binding	MF
Solyc02g082180	GO:0003677	DNA binding	MF
Solyc02g082180	GO:0005524	ATP binding	MF
Solyc02g082180	GO:0006270	DNA replication initiation	BP
Solyc02g082190	GO:0003883	CTP synthase activity	MF
Solyc02g082190	GO:0006221	pyrimidine nucleotide biosynthetic process	BP
Solyc02g082200	GO:0009055	electron transfer activity	MF
Solyc02g082200	GO:0015035	protein-disulfide reductase activity	MF
Solyc02g082200	GO:0045454	cell redox homeostasis	BP
Solyc02g082220	GO:0006886	intracellular protein transport	BP
Solyc02g082220	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
